user_id day
123785 6
123785 5
123785 8
123785 5
123785 5
123785 5
123785 5
123785 6
123785 5
123785 5
163419 16
74252 8
802590 8
1112808 18
1112808 22
1112808 25
1112808 27
1112808 16
1112808 18
1112808 27
1112808 9
1112808 27
821378 14
821378 11
821378 11
821378 13
821378 8
821378 11
821378 14
821378 8
821378 10
821378 30
821378 9
821378 12
821378 9
821378 8
821378 9
1109592 8
334679 8
334679 15
334679 15
334679 20
911464 23
911464 8
911464 17
911464 30
911464 20
911464 21
911464 8
911464 25
911464 16
911464 10
911464 12
911464 11
911464 21
911464 30
911464 28
911464 16
911464 12
911464 10
911464 12
911464 16
911464 14
911464 10
911464 10
911464 18
911464 14
911464 29
911464 26
911464 11
1150408 27
1150408 13
1004680 28
437495 12
105864 14
289608 15
289608 15
851417 17
1249805 22
440054 20
518927 29
885950 20
857065 21
857065 23
857065 23
857065 22
857065 22
857065 27
857065 27
857065 21
390832 21
1203532 22
1278058 22
952098 28
952098 28
150049 29
150049 29
1352733 28
217637 29
1094462 8
311839 3
311839 1
311839 3
798128 3
798128 19
798128 3
798128 19
798128 19
798128 3
798128 2
798128 3
798128 20
798128 19
798128 2
139592 2
139592 2
139592 2
980808 5
980808 22
980808 30
980808 5
980808 30
980808 5
980808 30
980808 30
921728 4
12354 26
12354 29
12354 29
12354 3
1009095 7
637807 8
1312793 9
1045026 20
1045026 22
1045026 22
575046 11
440086 13
440086 13
440086 13
440086 13
601973 14
601973 13
601973 14
601973 14
601973 14
601973 14
601973 13
939594 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
742172 15
919178 28
919178 27
919178 28
919178 27
919178 27
919178 26
919178 28
919178 27
919178 27
919178 27
718000 19
718000 21
718000 20
718000 19
718000 26
718000 19
718000 22
718000 28
718000 21
718000 22
718000 21
718000 19
718000 20
718000 23
718000 22
718000 24
718000 24
718000 20
718000 21
718000 22
718000 22
718000 22
718000 24
718000 25
718000 21
718000 22
718000 21
455285 24
455285 26
455285 21
455285 25
455285 27
455285 24
455285 24
455285 27
455285 24
455285 28
455285 23
455285 22
455285 22
455285 24
1167243 29
1167243 30
1167243 29
1342959 24
564862 30
564862 22
1241974 26
1241974 26
1241974 29
1241974 25
1241974 22
1241974 25
11077 30
166603 26
1289342 27
216603 28
480902 30
1344675 20
1344675 22
1344675 20
1344675 24
1344675 19
1344675 25
1344675 20
1344675 20
1344675 12
1344675 12
993430 10
993430 12
993430 29
993430 28
993430 12
993430 13
993430 5
993430 13
936187 8
936187 13
936187 20
936187 24
936187 7
936187 7
725098 13
725098 9
725098 9
486618 25
486618 17
1035927 19
1035927 15
1035927 14
51356 28
51356 20
51356 19
51356 15
262352 24
402008 16
402008 16
687916 16
687916 16
687916 16
1044224 30
1044224 30
1044224 27
1044224 30
1044224 28
1044224 28
759178 19
1350630 19
1350630 28
503705 22
503705 22
503705 25
503705 22
503705 25
503705 25
503705 25
503705 22
1082714 23
1082714 23
1082714 23
1082714 23
1082714 23
663496 27
663496 26
663496 24
663496 27
663496 27
604980 23
604980 25
216928 23
216928 23
216928 24
216928 26
1124010 24
1124010 25
1124010 23
119156 27
119156 27
100001 29
44073 30
267978 4
1122424 27
1122424 2
1122424 3
1122424 3
1122424 3
1122424 2
1122424 4
1122424 4
1122424 8
1122424 4
1122424 3
1122424 27
1122424 4
1122424 3
1122424 2
978639 3
978639 3
978639 3
978639 4
978639 4
978639 4
978639 4
978639 5
978639 4
978639 4
978639 4
978639 5
978639 19
1107003 12
1107003 4
742668 16
742668 15
742668 22
742668 17
742668 17
742668 16
742668 16
742668 15
660428 10
660428 8
660428 8
660428 9
660428 11
660428 11
660428 8
660428 8
660428 10
965137 9
965137 26
965137 8
965137 16
965137 8
1226241 23
1226241 23
1226241 9
1226241 25
1226241 16
1226241 25
1226241 25
1226241 19
1226241 21
1226241 23
1226241 13
1226241 19
1226241 21
1226241 23
1226241 26
1226241 23
1226241 9
1226241 28
1226241 29
1226241 10
1226241 20
1226241 25
1226241 23
1226241 16
1226241 27
1226241 24
644189 11
644189 13
644189 13
644189 11
741563 28
741563 22
741563 12
741563 24
741563 15
741563 27
741563 21
741563 21
741563 25
741563 19
741563 29
741563 17
741563 19
741563 17
741563 25
741563 16
741563 20
741563 16
741563 20
741563 22
741563 14
741563 30
741563 24
741563 14
741563 11
741563 26
741563 25
741563 24
741563 29
741563 28
741563 13
741563 16
741563 19
741563 18
741563 14
741563 23
741563 13
741563 12
741563 30
741563 26
741563 21
741563 22
741563 15
741563 14
741563 30
741563 14
741563 17
741563 18
741563 24
741563 26
741563 18
1278372 22
1278372 22
1278372 22
1278372 22
1020885 23
1020885 23
195601 22
195601 22
1196329 22
1084336 27
1084336 27
343129 26
667082 27
489145 27
187321 29
171760 27
171760 27
315902 30
315902 30
832906 1
832906 1
746636 5
746636 6
746636 9
746636 6
689093 8
689093 5
689093 8
689093 14
689093 14
689093 14
689093 14
203191 23
203191 10
203191 9
203191 20
279089 22
279089 6
279089 6
279089 6
435911 7
435911 6
317498 8
877684 23
877684 8
877684 23
877684 8
877684 22
877684 24
877684 23
877684 21
744820 24
744820 10
744820 24
744820 24
744820 24
744820 24
744820 24
496851 11
496851 11
496851 13
496851 13
496851 12
263719 13
407027 17
407027 23
407027 18
396860 21
591346 25
591346 25
591346 25
591346 28
591346 26
10106 23
261868 23
261868 23
469252 30
639829 19
1151772 3
1151772 3
711307 28
1335879 5
1335879 6
1335879 5
888023 9
888023 7
888023 7
888023 13
888023 13
357308 8
931638 6
185147 27
185147 28
185147 28
185147 28
185147 27
185147 28
185147 28
185147 27
185147 28
226821 17
226821 20
226821 17
226821 25
226821 20
226821 19
226821 19
226821 14
661578 7
661578 7
661578 7
661578 7
297637 8
297637 8
297637 15
297637 8
297637 8
297637 15
297637 16
297637 8
297637 15
297637 15
297637 10
922428 10
922428 10
922428 10
922428 10
922428 10
922428 10
922428 10
320977 10
320977 13
320977 14
320977 15
320977 14
320977 15
320977 10
320977 10
320977 15
346461 19
1313372 25
1313372 11
